job_id,job_title,role_category,company,location,experience_tier,min_experience_years,salary_lpa,employment_type,posting_date,required_skills,description
JOB008424,Lead / Architect Data Engineer,Data Engineer,Salesforce,"Gurgaon / Delhi NCR, India",Lead / Architect,12.9,45.2,Full-time,2026-06-06,"PostgreSQL / MySQL; ETL / ELT Pipelines; Apache Spark / PySpark; Data Warehousing & Modeling; Python; SQL; Apache Airflow; Git & GitHub; Databricks; Docker & Containerization; Linux & Bash; DBT (Data Build Tool); Database Indexing & Query Tuning; Apache Kafka; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Lead / Architect Data Engineer to join our team at Salesforce (Gurgaon / Delhi NCR, India). The ideal candidate will have 12.9+ years of proven industry experience and strong proficiency in PostgreSQL / MySQL; ETL / ELT Pipelines; Apache Spark / PySpark; Data Warehousing & Modeling; Python; SQL; Apache Airflow; Git & GitHub; Databricks; Docker & Containerization; Linux & Bash; DBT (Data Build Tool); Database Indexing & Query Tuning; Apache Kafka; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008425,Senior Level MLOps Engineer,MLOps Engineer,TCS Innovation Lab,Remote (India),Senior Level,5.9,49.97,Full-time,2026-05-26,"Kubernetes; Python; Linux & Bash; CI/CD Pipelines (GitHub Actions); Docker & Containerization; Git & GitHub; DVC (Data Version Control); PyTorch; AWS (S3, EC2, Lambda, SageMaker); Scikit-Learn; Model Serving & FastAPI; Apache Airflow; Apache Kafka","We are looking for a talented Senior Level MLOps Engineer to join our team at TCS Innovation Lab (Remote (India)). The ideal candidate will have 5.9+ years of proven industry experience and strong proficiency in Kubernetes; Python; Linux & Bash; CI/CD Pipelines (GitHub Actions); Docker & Containerization; Git & GitHub; DVC (Data Version Control); PyTorch; AWS (S3, EC2, Lambda, SageMaker); Scikit-Learn; Model Serving & FastAPI; Apache Airflow; Apache Kafka. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008426,Senior Level BI Developer,BI Developer,Google,"Gurgaon / Delhi NCR, India",Senior Level,5.5,29.24,Hybrid Full-time,2025-08-26,Data Warehousing & Modeling; SQL; Advanced Excel & VBA; Data Storytelling & KPI Dashboards; Tableau; Stakeholder Communication; Business Acumen & Domain Knowledge; Snowflake; Python,"We are looking for a talented Senior Level BI Developer to join our team at Google (Gurgaon / Delhi NCR, India). The ideal candidate will have 5.5+ years of proven industry experience and strong proficiency in Data Warehousing & Modeling; SQL; Advanced Excel & VBA; Data Storytelling & KPI Dashboards; Tableau; Stakeholder Communication; Business Acumen & Domain Knowledge; Snowflake; Python. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008427,Senior Level NLP Engineer,NLP Engineer,Salesforce,"Pune, India",Senior Level,7.6,48.24,Hybrid Full-time,2025-04-19,Natural Language Processing (NLP); Scikit-Learn; Hugging Face Ecosystem; Python; Transformers & Attention Mechanisms; PyTorch; Retrieval-Augmented Generation (RAG); Vector Databases (Chroma/Pinecone/Milvus); Prompt Engineering & Fine-Tuning; Large Language Models (LLMs); MLflow & Experiment Tracking; Docker & Containerization,"We are looking for a talented Senior Level NLP Engineer to join our team at Salesforce (Pune, India). The ideal candidate will have 7.6+ years of proven industry experience and strong proficiency in Natural Language Processing (NLP); Scikit-Learn; Hugging Face Ecosystem; Python; Transformers & Attention Mechanisms; PyTorch; Retrieval-Augmented Generation (RAG); Vector Databases (Chroma/Pinecone/Milvus); Prompt Engineering & Fine-Tuning; Large Language Models (LLMs); MLflow & Experiment Tracking; Docker & Containerization. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008428,Mid Level Data Analyst,Data Analyst,Atlassian,Singapore,Mid Level,3.6,18.37,Full-time,2026-05-03,SQL; Power BI & DAX; Advanced Excel & VBA; Exploratory Data Analysis; Python; Pandas & NumPy; Tableau; Data Storytelling & KPI Dashboards; Probability & Statistics; Hypothesis Testing & A/B Testing; Matplotlib & Seaborn; PostgreSQL / MySQL,"We are looking for a talented Mid Level Data Analyst to join our team at Atlassian (Singapore). The ideal candidate will have 3.6+ years of proven industry experience and strong proficiency in SQL; Power BI & DAX; Advanced Excel & VBA; Exploratory Data Analysis; Python; Pandas & NumPy; Tableau; Data Storytelling & KPI Dashboards; Probability & Statistics; Hypothesis Testing & A/B Testing; Matplotlib & Seaborn; PostgreSQL / MySQL. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008429,Entry Level Data Analyst,Data Analyst,Netflix,"Bangalore, India",Entry Level,1.1,10.11,Full-time,2025-04-29,Power BI & DAX; Pandas & NumPy; Advanced Excel & VBA; Exploratory Data Analysis; SQL; Probability & Statistics; Matplotlib & Seaborn; Tableau; Hypothesis Testing & A/B Testing; Business Acumen & Domain Knowledge; Stakeholder Communication; PostgreSQL / MySQL,"We are looking for a talented Entry Level Data Analyst to join our team at Netflix (Bangalore, India). The ideal candidate will have 1.1+ years of proven industry experience and strong proficiency in Power BI & DAX; Pandas & NumPy; Advanced Excel & VBA; Exploratory Data Analysis; SQL; Probability & Statistics; Matplotlib & Seaborn; Tableau; Hypothesis Testing & A/B Testing; Business Acumen & Domain Knowledge; Stakeholder Communication; PostgreSQL / MySQL. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008430,Mid Level Data Scientist,Data Scientist,Boston Consulting Group,Remote (India),Mid Level,2.4,16.16,Hybrid Full-time,2025-05-06,"Probability & Statistics; Pandas & NumPy; Python; Exploratory Data Analysis; Supervised Learning; SQL; Scikit-Learn; Feature Engineering; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; XGBoost & LightGBM; PyTorch; AWS (S3, EC2, Lambda, SageMaker); MLflow & Experiment Tracking; Docker & Containerization","We are looking for a talented Mid Level Data Scientist to join our team at Boston Consulting Group (Remote (India)). The ideal candidate will have 2.4+ years of proven industry experience and strong proficiency in Probability & Statistics; Pandas & NumPy; Python; Exploratory Data Analysis; Supervised Learning; SQL; Scikit-Learn; Feature Engineering; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; XGBoost & LightGBM; PyTorch; AWS (S3, EC2, Lambda, SageMaker); MLflow & Experiment Tracking; Docker & Containerization. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008431,Senior Level Data Analyst,Data Analyst,Atlassian,"San Francisco, CA, USA",Senior Level,7.9,35.9,Full-time,2026-03-13,Advanced Excel & VBA; SQL; Pandas & NumPy; Python; Power BI & DAX; Tableau; Data Storytelling & KPI Dashboards; Hypothesis Testing & A/B Testing; Matplotlib & Seaborn; Stakeholder Communication; Scikit-Learn; Business Acumen & Domain Knowledge; PostgreSQL / MySQL,"We are looking for a talented Senior Level Data Analyst to join our team at Atlassian (San Francisco, CA, USA). The ideal candidate will have 7.9+ years of proven industry experience and strong proficiency in Advanced Excel & VBA; SQL; Pandas & NumPy; Python; Power BI & DAX; Tableau; Data Storytelling & KPI Dashboards; Hypothesis Testing & A/B Testing; Matplotlib & Seaborn; Stakeholder Communication; Scikit-Learn; Business Acumen & Domain Knowledge; PostgreSQL / MySQL. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008432,Mid Level NLP Engineer,NLP Engineer,Walmart Global Tech,"New York, NY, USA",Mid Level,3.1,15.96,Full-time,2026-02-28,PyTorch; Python; Natural Language Processing (NLP); Scikit-Learn; Hugging Face Ecosystem; Vector Databases (Chroma/Pinecone/Milvus); Retrieval-Augmented Generation (RAG); Docker & Containerization; MLflow & Experiment Tracking,"We are looking for a talented Mid Level NLP Engineer to join our team at Walmart Global Tech (New York, NY, USA). The ideal candidate will have 3.1+ years of proven industry experience and strong proficiency in PyTorch; Python; Natural Language Processing (NLP); Scikit-Learn; Hugging Face Ecosystem; Vector Databases (Chroma/Pinecone/Milvus); Retrieval-Augmented Generation (RAG); Docker & Containerization; MLflow & Experiment Tracking. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008433,Lead / Architect Computer Vision Engineer,Computer Vision Engineer,Goldman Sachs,Remote (India),Lead / Architect,9.0,61.34,Full-time,2025-03-26,Neural Networks Fundamentals; Python; PyTorch; Convolutional Neural Networks (CNN); Linear Algebra; Computer Vision (OpenCV); Scikit-Learn; Docker & Containerization; TensorFlow & Keras; Model Serving & FastAPI; C++; Linux & Bash,"We are looking for a talented Lead / Architect Computer Vision Engineer to join our team at Goldman Sachs (Remote (India)). The ideal candidate will have 9.0+ years of proven industry experience and strong proficiency in Neural Networks Fundamentals; Python; PyTorch; Convolutional Neural Networks (CNN); Linear Algebra; Computer Vision (OpenCV); Scikit-Learn; Docker & Containerization; TensorFlow & Keras; Model Serving & FastAPI; C++; Linux & Bash. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008434,Mid Level Backend Software Engineer,Backend Software Engineer,Apple,"Hyderabad, India",Mid Level,3.6,23.3,Full-time,2025-06-20,"RESTful API Design; SQL; Git & GitHub; Data Structures & Algorithms; PostgreSQL / MySQL; Python; Linux & Bash; Redis & Caching; CI/CD Pipelines (GitHub Actions); AWS (S3, EC2, Lambda, SageMaker); Recurrent Neural Networks (RNN/LSTM)","We are looking for a talented Mid Level Backend Software Engineer to join our team at Apple (Hyderabad, India). The ideal candidate will have 3.6+ years of proven industry experience and strong proficiency in RESTful API Design; SQL; Git & GitHub; Data Structures & Algorithms; PostgreSQL / MySQL; Python; Linux & Bash; Redis & Caching; CI/CD Pipelines (GitHub Actions); AWS (S3, EC2, Lambda, SageMaker); Recurrent Neural Networks (RNN/LSTM). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008435,Senior Level BI Developer,BI Developer,Razorpay,Remote (India),Senior Level,7.8,37.32,Full-time,2025-01-05,Data Warehousing & Modeling; Data Storytelling & KPI Dashboards; SQL; Advanced Excel & VBA; Power BI & DAX; Tableau; PostgreSQL / MySQL; Business Acumen & Domain Knowledge; Python; Plotly & Dash / Streamlit,"We are looking for a talented Senior Level BI Developer to join our team at Razorpay (Remote (India)). The ideal candidate will have 7.8+ years of proven industry experience and strong proficiency in Data Warehousing & Modeling; Data Storytelling & KPI Dashboards; SQL; Advanced Excel & VBA; Power BI & DAX; Tableau; PostgreSQL / MySQL; Business Acumen & Domain Knowledge; Python; Plotly & Dash / Streamlit. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008436,Lead / Architect MLOps Engineer,MLOps Engineer,ServiceNow,"Hyderabad, India",Lead / Architect,12.0,63.47,Full-time,2026-06-09,"Docker & Containerization; Kubernetes; Python; CI/CD Pipelines (GitHub Actions); MLflow & Experiment Tracking; Linux & Bash; PyTorch; Git & GitHub; AWS (S3, EC2, Lambda, SageMaker); DVC (Data Version Control); Model Serving & FastAPI; Apache Kafka; System Design & Distributed Systems","We are looking for a talented Lead / Architect MLOps Engineer to join our team at ServiceNow (Hyderabad, India). The ideal candidate will have 12.0+ years of proven industry experience and strong proficiency in Docker & Containerization; Kubernetes; Python; CI/CD Pipelines (GitHub Actions); MLflow & Experiment Tracking; Linux & Bash; PyTorch; Git & GitHub; AWS (S3, EC2, Lambda, SageMaker); DVC (Data Version Control); Model Serving & FastAPI; Apache Kafka; System Design & Distributed Systems. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008437,Senior Level Backend Software Engineer,Backend Software Engineer,Datadog,"London, UK",Senior Level,5.0,35.28,Full-time,2026-07-02,SQL; Python; PostgreSQL / MySQL; RESTful API Design; Git & GitHub; Data Structures & Algorithms; Docker & Containerization; Model Serving & FastAPI; Java; Kubernetes,"We are looking for a talented Senior Level Backend Software Engineer to join our team at Datadog (London, UK). The ideal candidate will have 5.0+ years of proven industry experience and strong proficiency in SQL; Python; PostgreSQL / MySQL; RESTful API Design; Git & GitHub; Data Structures & Algorithms; Docker & Containerization; Model Serving & FastAPI; Java; Kubernetes. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008438,Senior Level Cloud Data Architect,Cloud Data Architect,Adobe,"San Francisco, CA, USA",Senior Level,7.2,42.48,Full-time,2026-07-17,"System Design & Distributed Systems; Snowflake; ETL / ELT Pipelines; SQL; AWS (S3, EC2, Lambda, SageMaker); Azure (ADF, Databricks, Azure ML); Database Indexing & Query Tuning; Apache Spark / PySpark; Stakeholder Communication; Apache Kafka; DBT (Data Build Tool); Kubernetes","We are looking for a talented Senior Level Cloud Data Architect to join our team at Adobe (San Francisco, CA, USA). The ideal candidate will have 7.2+ years of proven industry experience and strong proficiency in System Design & Distributed Systems; Snowflake; ETL / ELT Pipelines; SQL; AWS (S3, EC2, Lambda, SageMaker); Azure (ADF, Databricks, Azure ML); Database Indexing & Query Tuning; Apache Spark / PySpark; Stakeholder Communication; Apache Kafka; DBT (Data Build Tool); Kubernetes. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008439,Entry Level Data Scientist,Data Scientist,Salesforce,"London, UK",Entry Level,1.4,7.04,Full-time,2026-01-01,"Scikit-Learn; SQL; Python; Supervised Learning; Pandas & NumPy; Probability & Statistics; Exploratory Data Analysis; Neural Networks Fundamentals; Unsupervised Learning; XGBoost & LightGBM; Hypothesis Testing & A/B Testing; MLflow & Experiment Tracking; Time Series Forecasting; AWS (S3, EC2, Lambda, SageMaker); Docker & Containerization","We are looking for a talented Entry Level Data Scientist to join our team at Salesforce (London, UK). The ideal candidate will have 1.4+ years of proven industry experience and strong proficiency in Scikit-Learn; SQL; Python; Supervised Learning; Pandas & NumPy; Probability & Statistics; Exploratory Data Analysis; Neural Networks Fundamentals; Unsupervised Learning; XGBoost & LightGBM; Hypothesis Testing & A/B Testing; MLflow & Experiment Tracking; Time Series Forecasting; AWS (S3, EC2, Lambda, SageMaker); Docker & Containerization. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008440,Mid Level Data Scientist,Data Scientist,Apple,"Seattle, WA, USA",Mid Level,3.7,19.07,Full-time,2026-07-12,"Exploratory Data Analysis; Probability & Statistics; Scikit-Learn; Supervised Learning; Python; SQL; Pandas & NumPy; XGBoost & LightGBM; Neural Networks Fundamentals; Unsupervised Learning; Hypothesis Testing & A/B Testing; AWS (S3, EC2, Lambda, SageMaker); Docker & Containerization; Time Series Forecasting; MLflow & Experiment Tracking","We are looking for a talented Mid Level Data Scientist to join our team at Apple (Seattle, WA, USA). The ideal candidate will have 3.7+ years of proven industry experience and strong proficiency in Exploratory Data Analysis; Probability & Statistics; Scikit-Learn; Supervised Learning; Python; SQL; Pandas & NumPy; XGBoost & LightGBM; Neural Networks Fundamentals; Unsupervised Learning; Hypothesis Testing & A/B Testing; AWS (S3, EC2, Lambda, SageMaker); Docker & Containerization; Time Series Forecasting; MLflow & Experiment Tracking. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008441,Mid Level Data Scientist,Data Scientist,Microsoft,Remote (Global),Mid Level,4.3,27.28,Full-time,2026-02-21,"Probability & Statistics; Pandas & NumPy; Exploratory Data Analysis; SQL; Scikit-Learn; Supervised Learning; Feature Engineering; Unsupervised Learning; Matplotlib & Seaborn; XGBoost & LightGBM; Neural Networks Fundamentals; MLflow & Experiment Tracking; PyTorch; AWS (S3, EC2, Lambda, SageMaker); Docker & Containerization","We are looking for a talented Mid Level Data Scientist to join our team at Microsoft (Remote (Global)). The ideal candidate will have 4.3+ years of proven industry experience and strong proficiency in Probability & Statistics; Pandas & NumPy; Exploratory Data Analysis; SQL; Scikit-Learn; Supervised Learning; Feature Engineering; Unsupervised Learning; Matplotlib & Seaborn; XGBoost & LightGBM; Neural Networks Fundamentals; MLflow & Experiment Tracking; PyTorch; AWS (S3, EC2, Lambda, SageMaker); Docker & Containerization. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008442,Mid Level AI Research Scientist,AI Research Scientist,Flipkart,"Mumbai, India",Mid Level,4.2,27.65,Full-time,2025-01-31,Probability & Statistics; Neural Networks Fundamentals; Research Paper Implementation; Python; Multivariate Calculus; PyTorch; Scikit-Learn; Transformers & Attention Mechanisms; C++; Computer Vision (OpenCV); TypeScript,"We are looking for a talented Mid Level AI Research Scientist to join our team at Flipkart (Mumbai, India). The ideal candidate will have 4.2+ years of proven industry experience and strong proficiency in Probability & Statistics; Neural Networks Fundamentals; Research Paper Implementation; Python; Multivariate Calculus; PyTorch; Scikit-Learn; Transformers & Attention Mechanisms; C++; Computer Vision (OpenCV); TypeScript. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008443,Senior Level Business Analyst,Business Analyst,Snowflake,"Seattle, WA, USA",Senior Level,5.8,42.08,Full-time,2025-04-09,Business Acumen & Domain Knowledge; Advanced Excel & VBA; SQL; Problem Solving & Critical Thinking; Stakeholder Communication; Data Storytelling & KPI Dashboards; Hypothesis Testing & A/B Testing; Agile & Scrum Methodologies; Pandas & NumPy; Data Warehousing & Modeling; Python,"We are looking for a talented Senior Level Business Analyst to join our team at Snowflake (Seattle, WA, USA). The ideal candidate will have 5.8+ years of proven industry experience and strong proficiency in Business Acumen & Domain Knowledge; Advanced Excel & VBA; SQL; Problem Solving & Critical Thinking; Stakeholder Communication; Data Storytelling & KPI Dashboards; Hypothesis Testing & A/B Testing; Agile & Scrum Methodologies; Pandas & NumPy; Data Warehousing & Modeling; Python. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008444,Entry Level Cloud Data Architect,Cloud Data Architect,Infosys Cobalt,Remote (Global),Entry Level,1.3,10.27,Full-time,2025-04-14,"SQL; Data Warehousing & Modeling; ETL / ELT Pipelines; AWS (S3, EC2, Lambda, SageMaker); System Design & Distributed Systems; Snowflake; Google Cloud Platform (GCP & BigQuery); Database Indexing & Query Tuning; DBT (Data Build Tool); Apache Kafka; Docker & Containerization; Kubernetes; Stakeholder Communication","We are looking for a talented Entry Level Cloud Data Architect to join our team at Infosys Cobalt (Remote (Global)). The ideal candidate will have 1.3+ years of proven industry experience and strong proficiency in SQL; Data Warehousing & Modeling; ETL / ELT Pipelines; AWS (S3, EC2, Lambda, SageMaker); System Design & Distributed Systems; Snowflake; Google Cloud Platform (GCP & BigQuery); Database Indexing & Query Tuning; DBT (Data Build Tool); Apache Kafka; Docker & Containerization; Kubernetes; Stakeholder Communication. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008445,Senior Level Computer Vision Engineer,Computer Vision Engineer,Walmart Global Tech,"New York, NY, USA",Senior Level,5.7,26.04,Full-time,2026-02-27,"Python; Linear Algebra; Convolutional Neural Networks (CNN); PyTorch; Neural Networks Fundamentals; Computer Vision (OpenCV); Scikit-Learn; Model Serving & FastAPI; TensorFlow & Keras; C++; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Senior Level Computer Vision Engineer to join our team at Walmart Global Tech (New York, NY, USA). The ideal candidate will have 5.7+ years of proven industry experience and strong proficiency in Python; Linear Algebra; Convolutional Neural Networks (CNN); PyTorch; Neural Networks Fundamentals; Computer Vision (OpenCV); Scikit-Learn; Model Serving & FastAPI; TensorFlow & Keras; C++; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008446,Mid Level MLOps Engineer,MLOps Engineer,Microsoft,"Gurgaon / Delhi NCR, India",Mid Level,3.6,16.11,Full-time,2026-06-28,CI/CD Pipelines (GitHub Actions); Kubernetes; MLflow & Experiment Tracking; Python; Docker & Containerization; Linux & Bash; Model Serving & FastAPI; DVC (Data Version Control); PyTorch; Git & GitHub; Scikit-Learn; System Design & Distributed Systems; Apache Airflow; Apache Kafka; Database Indexing & Query Tuning,"We are looking for a talented Mid Level MLOps Engineer to join our team at Microsoft (Gurgaon / Delhi NCR, India). The ideal candidate will have 3.6+ years of proven industry experience and strong proficiency in CI/CD Pipelines (GitHub Actions); Kubernetes; MLflow & Experiment Tracking; Python; Docker & Containerization; Linux & Bash; Model Serving & FastAPI; DVC (Data Version Control); PyTorch; Git & GitHub; Scikit-Learn; System Design & Distributed Systems; Apache Airflow; Apache Kafka; Database Indexing & Query Tuning. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008447,Entry Level Machine Learning Engineer,Machine Learning Engineer,Swiggy,Remote (Global),Entry Level,0.9,12.18,Full-time,2025-08-09,"Python; PyTorch; Model Evaluation & Cross-Validation; Scikit-Learn; Docker & Containerization; Supervised Learning; Model Serving & FastAPI; Linux & Bash; Git & GitHub; XGBoost & LightGBM; AWS (S3, EC2, Lambda, SageMaker); Large Language Models (LLMs)","We are looking for a talented Entry Level Machine Learning Engineer to join our team at Swiggy (Remote (Global)). The ideal candidate will have 0.9+ years of proven industry experience and strong proficiency in Python; PyTorch; Model Evaluation & Cross-Validation; Scikit-Learn; Docker & Containerization; Supervised Learning; Model Serving & FastAPI; Linux & Bash; Git & GitHub; XGBoost & LightGBM; AWS (S3, EC2, Lambda, SageMaker); Large Language Models (LLMs). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008448,Senior Level Machine Learning Engineer,Machine Learning Engineer,Razorpay,"San Francisco, CA, USA",Senior Level,5.7,32.74,Full-time,2025-02-22,Model Evaluation & Cross-Validation; Python; Scikit-Learn; PyTorch; Supervised Learning; Data Structures & Algorithms; Docker & Containerization; Model Serving & FastAPI; Git & GitHub; Neural Networks Fundamentals; Kubernetes; Plotly & Dash / Streamlit,"We are looking for a talented Senior Level Machine Learning Engineer to join our team at Razorpay (San Francisco, CA, USA). The ideal candidate will have 5.7+ years of proven industry experience and strong proficiency in Model Evaluation & Cross-Validation; Python; Scikit-Learn; PyTorch; Supervised Learning; Data Structures & Algorithms; Docker & Containerization; Model Serving & FastAPI; Git & GitHub; Neural Networks Fundamentals; Kubernetes; Plotly & Dash / Streamlit. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008449,Entry Level Data Scientist,Data Scientist,JPMorgan Chase,"New York, NY, USA",Entry Level,0.6,6.83,Hybrid Full-time,2025-02-28,"Python; Supervised Learning; Scikit-Learn; Pandas & NumPy; Exploratory Data Analysis; SQL; Probability & Statistics; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; Unsupervised Learning; XGBoost & LightGBM; MLflow & Experiment Tracking; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Entry Level Data Scientist to join our team at JPMorgan Chase (New York, NY, USA). The ideal candidate will have 0.6+ years of proven industry experience and strong proficiency in Python; Supervised Learning; Scikit-Learn; Pandas & NumPy; Exploratory Data Analysis; SQL; Probability & Statistics; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; Unsupervised Learning; XGBoost & LightGBM; MLflow & Experiment Tracking; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008450,Mid Level Data Engineer,Data Engineer,ServiceNow,"Hyderabad, India",Mid Level,4.3,21.73,Full-time,2025-08-21,Python; PostgreSQL / MySQL; SQL; ETL / ELT Pipelines; Data Warehousing & Modeling; Docker & Containerization; Databricks; Snowflake; Apache Airflow; Linux & Bash; Git & GitHub; Apache Kafka; DBT (Data Build Tool),"We are looking for a talented Mid Level Data Engineer to join our team at ServiceNow (Hyderabad, India). The ideal candidate will have 4.3+ years of proven industry experience and strong proficiency in Python; PostgreSQL / MySQL; SQL; ETL / ELT Pipelines; Data Warehousing & Modeling; Docker & Containerization; Databricks; Snowflake; Apache Airflow; Linux & Bash; Git & GitHub; Apache Kafka; DBT (Data Build Tool). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008451,Mid Level Machine Learning Engineer,Machine Learning Engineer,Swiggy,"Hyderabad, India",Mid Level,4.7,17.38,Full-time,2026-02-12,"Docker & Containerization; Python; Supervised Learning; Model Evaluation & Cross-Validation; Scikit-Learn; Data Structures & Algorithms; XGBoost & LightGBM; Git & GitHub; MLflow & Experiment Tracking; CI/CD Pipelines (GitHub Actions); AWS (S3, EC2, Lambda, SageMaker); Large Language Models (LLMs); Kubernetes","We are looking for a talented Mid Level Machine Learning Engineer to join our team at Swiggy (Hyderabad, India). The ideal candidate will have 4.7+ years of proven industry experience and strong proficiency in Docker & Containerization; Python; Supervised Learning; Model Evaluation & Cross-Validation; Scikit-Learn; Data Structures & Algorithms; XGBoost & LightGBM; Git & GitHub; MLflow & Experiment Tracking; CI/CD Pipelines (GitHub Actions); AWS (S3, EC2, Lambda, SageMaker); Large Language Models (LLMs); Kubernetes. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008452,Mid Level AI Research Scientist,AI Research Scientist,Meta AI,Singapore,Mid Level,3.2,17.39,Full-time,2025-04-15,Probability & Statistics; Python; PyTorch; Linear Algebra; Neural Networks Fundamentals; Multivariate Calculus; Scikit-Learn; Convolutional Neural Networks (CNN); Recurrent Neural Networks (RNN/LSTM); C++,"We are looking for a talented Mid Level AI Research Scientist to join our team at Meta AI (Singapore). The ideal candidate will have 3.2+ years of proven industry experience and strong proficiency in Probability & Statistics; Python; PyTorch; Linear Algebra; Neural Networks Fundamentals; Multivariate Calculus; Scikit-Learn; Convolutional Neural Networks (CNN); Recurrent Neural Networks (RNN/LSTM); C++. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008453,Mid Level BI Developer,BI Developer,PhonePe,Remote (Global),Mid Level,2.3,23.05,Full-time,2026-05-21,SQL; Data Warehousing & Modeling; Advanced Excel & VBA; Power BI & DAX; Business Acumen & Domain Knowledge; PostgreSQL / MySQL; Python; Plotly & Dash / Streamlit; Hypothesis Testing & A/B Testing,"We are looking for a talented Mid Level BI Developer to join our team at PhonePe (Remote (Global)). The ideal candidate will have 2.3+ years of proven industry experience and strong proficiency in SQL; Data Warehousing & Modeling; Advanced Excel & VBA; Power BI & DAX; Business Acumen & Domain Knowledge; PostgreSQL / MySQL; Python; Plotly & Dash / Streamlit; Hypothesis Testing & A/B Testing. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB008454,Entry Level NLP Engineer,NLP Engineer,Cisco Systems,"New York, NY, USA",Entry Level,0.4,6.31,Full-time,2026-01-30,PyTorch; Transformers & Attention Mechanisms; Python; Hugging Face Ecosystem; Natural Language Processing (NLP); Prompt Engineering & Fine-Tuning; Large Language Models (LLMs); Exploratory Data Analysis; Docker & Containerization; MLflow & Experiment Tracking; Model Serving & FastAPI; RESTful API Design,"We are looking for a talented Entry Level NLP Engineer to join our team at Cisco Systems (New York, NY, USA). The ideal candidate will have 0.4+ years of proven industry experience and strong proficiency in PyTorch; Transformers & Attention Mechanisms; Python; Hugging Face Ecosystem; Natural Language Processing (NLP); Prompt Engineering & Fine-Tuning; Large Language Models (LLMs); Exploratory Data Analysis; Docker & Containerization; MLflow & Experiment Tracking; Model Serving & FastAPI; RESTful API Design. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
